City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Saldanha,ZA,-33.0117,17.9442,66.42,78,35,3.74,scattered clouds
333,Mikhaylov,RU,54.2292,39.0186,33.04,97,100,9.17,snow
334,Belmonte,BR,-15.8631,-38.8828,75.7,89,99,10.29,overcast clouds
335,Kloulklubed,PW,7.0419,134.2556,81.1,67,76,4.72,broken clouds
336,Yuncheng,CN,35.0231,110.9928,43.36,56,13,0.51,few clouds
337,Taltal,CL,-25.4,-70.4833,65.25,82,40,0.85,scattered clouds
338,Krasnoborsk,RU,61.5598,45.934,21.02,95,100,4.63,light snow
339,Kieta,PG,-6.2167,155.6333,81.16,77,100,3.69,light rain
340,Maceio,BR,-9.6658,-35.7353,76.44,94,20,3.44,few clouds
341,Gushikawa,JP,26.3544,127.8686,67.59,60,100,13.8,overcast clouds
342,Mbala,ZM,-8.8402,31.3659,67.87,74,90,2.28,overcast clouds
343,Palmer,US,42.1584,-72.3287,31.37,75,100,3.44,overcast clouds
344,Aripuana,BR,-9.1667,-60.6333,71.91,99,100,2.42,overcast clouds
345,Gat,IL,31.61,34.7642,62.4,17,14,4.83,few clouds
346,Torbay,CA,47.6666,-52.7314,29.75,78,43,13.0,scattered clouds
347,Chahal,GT,15.75,-89.5667,67.64,99,17,1.41,few clouds
348,Daru,PG,-9.0763,143.2092,82.0,77,100,11.52,overcast clouds
349,Baykit,RU,61.67,96.37,-11.07,96,44,3.0,scattered clouds
350,Yeppoon,AU,-23.1333,150.7333,92.98,70,47,14.63,scattered clouds
351,Bunda,TZ,-2.05,33.8667,73.98,58,83,4.52,broken clouds
352,Mitsamiouli,KM,-11.3847,43.2844,84.9,70,100,6.15,overcast clouds
353,Cairns,AU,-16.9167,145.7667,95.95,62,10,5.75,clear sky
354,Inirida,CO,3.8653,-67.9239,73.56,82,97,1.92,overcast clouds
355,Acari,PE,-15.4311,-74.6158,72.95,83,100,3.8,overcast clouds
356,Snyder,US,32.7179,-100.9176,21.54,58,0,8.05,clear sky
357,Matadi,CD,-5.8167,13.45,76.71,96,84,2.28,light rain
358,Fayaoue,NC,-20.65,166.5333,80.85,80,22,15.75,few clouds
359,Buin,CL,-33.7333,-70.75,71.74,74,0,1.05,clear sky
360,Kudahuvadhoo,MV,2.6708,72.8944,80.78,79,93,10.36,overcast clouds
361,Peniche,PT,39.3558,-9.3811,55.62,93,82,23.31,broken clouds
362,Borgarnes,IS,64.5383,-21.9206,36.16,89,100,8.66,overcast clouds
363,Athabasca,CA,54.7169,-113.2854,-32.4,100,96,2.77,overcast clouds
364,Panorama,GR,40.5878,23.0315,46.9,82,100,1.01,fog
365,Palembang,ID,-2.9167,104.7458,77.09,94,75,2.3,moderate rain
366,Tecoanapa,MX,16.5167,-98.75,77.52,82,93,3.29,overcast clouds
367,Roma,US,43.2128,-75.4557,27.12,91,100,0.0,mist
368,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,89,0,5.75,clear sky
369,Wilmington,US,34.2257,-77.9447,60.85,80,20,12.66,few clouds
370,Mandalgovi,MN,45.7625,106.2708,24.44,30,10,10.16,clear sky
371,Cidreira,BR,-30.1811,-50.2056,68.97,67,94,10.94,overcast clouds
372,Moree,AU,-29.4667,149.85,96.82,30,40,19.57,scattered clouds
373,Frontera,MX,26.9333,-101.45,56.32,30,0,3.0,clear sky
374,Taber,CA,49.8167,-112.1518,-0.72,93,100,6.53,overcast clouds
375,Nsanje,MW,-16.92,35.262,76.96,90,100,2.84,overcast clouds
376,Pleshanovo,RU,52.8333,53.4833,33.91,99,100,9.91,light snow
377,Harper,LR,4.375,-7.7169,78.04,83,5,4.25,clear sky
378,Ginir,ET,7.1333,40.7,66.27,50,37,5.73,scattered clouds
379,Borisoglebskiy,RU,57.2586,39.1508,22.64,93,94,7.92,overcast clouds
380,Wadi Musa,JO,30.3222,35.4793,50.68,36,23,1.86,few clouds
381,Gouyave,GD,12.1646,-61.7296,77.9,72,10,17.45,clear sky
382,Namatanai,PG,-3.6667,152.4333,77.07,90,100,11.5,moderate rain
383,Tilichiki,RU,60.4667,166.1,4.12,81,30,8.9,scattered clouds
384,Lasa,IT,46.6166,10.7002,22.91,48,7,2.95,clear sky
385,Maxixe,MZ,-23.8597,35.3472,83.84,64,83,10.58,light rain
386,Paramonga,PE,-10.6667,-77.8333,69.57,88,99,6.44,overcast clouds
387,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.85,84,59,8.81,broken clouds
388,Bubaque,GW,11.2833,-15.8333,79.12,58,24,12.12,few clouds
389,Todos Santos,MX,23.45,-110.2167,70.02,77,3,0.6,clear sky
390,Cayenne,GF,4.9333,-52.3333,79.09,86,75,8.99,broken clouds
391,Naze,JP,28.3667,129.4833,58.78,73,93,8.46,overcast clouds
392,Belle Fourche,US,44.6714,-103.8522,14.65,53,100,5.5,overcast clouds
393,Kashi,CN,39.4547,75.9797,32.23,35,100,1.32,overcast clouds
394,Polunochnoye,RU,60.8697,60.4153,4.53,96,100,1.12,light snow
395,Tacuarembo,UY,-31.7333,-55.9833,59.09,90,0,6.4,clear sky
396,Karpathos,GR,35.507,27.2132,58.96,77,40,9.22,scattered clouds
397,Ulladulla,AU,-35.35,150.4667,76.1,92,100,15.05,overcast clouds
398,Pouembout,NC,-21.1333,164.9,81.9,79,80,7.47,broken clouds
399,Keti Bandar,PK,24.1447,67.4497,64.42,67,46,17.45,scattered clouds
400,Warrnambool,AU,-38.3833,142.4833,72.81,83,99,13.4,overcast clouds
401,Kartaly,RU,53.0522,60.6467,33.48,93,100,21.3,overcast clouds
402,Muros,ES,42.7762,-9.0603,53.83,95,79,11.36,broken clouds
403,Tartus,SY,34.889,35.8866,61.41,68,100,9.69,overcast clouds
404,Buala,SB,-8.145,159.5921,82.76,74,97,5.53,light rain
405,Coracao De Maria,BR,-12.2333,-38.75,71.31,93,100,3.38,overcast clouds
406,Oranjestad,AW,12.524,-70.027,78.91,75,7,4.0,clear sky
407,Tonaya,MX,19.7833,-103.9667,64.27,50,1,0.69,clear sky
408,Kavaratti,IN,10.5669,72.642,79.81,69,43,5.61,scattered clouds
409,Oktyabrskiy,RU,54.4815,53.471,33.8,98,100,9.95,overcast clouds
410,Lewisporte,CA,49.2499,-55.0482,24.13,69,35,10.45,scattered clouds
411,Scottsbluff,US,41.8666,-103.6672,14.77,79,0,10.36,clear sky
412,Progreso,MX,21.2833,-89.6667,71.71,81,33,7.2,scattered clouds
413,Padang,ID,-0.9492,100.3543,87.85,67,100,5.01,overcast clouds
414,Takoradi,GH,4.8845,-1.7554,79.27,82,3,3.38,light rain
415,Paita,PE,-5.0892,-81.1144,69.04,82,44,5.12,scattered clouds
416,Avera,US,33.194,-82.5271,48.88,76,67,14.61,broken clouds
417,Fort Nelson,CA,58.8053,-122.7002,-21.33,95,100,0.74,overcast clouds
418,Henties Bay,NA,-22.116,14.2845,60.85,81,75,3.4,broken clouds
419,Hayden,US,47.766,-116.7866,37.4,93,100,0.0,mist
420,Natal,BR,-5.795,-35.2094,75.85,94,40,4.61,scattered clouds
421,Eucaliptus,BO,-17.5833,-67.5167,47.86,74,55,6.6,broken clouds
422,Kendari,ID,-3.945,122.4989,83.46,79,95,4.09,overcast clouds
423,Pangnirtung,CA,66.1451,-65.7125,-15.09,99,100,3.94,overcast clouds
424,Vigrestad,NO,58.5667,5.7,38.59,87,100,11.77,overcast clouds
425,Conde,BR,-7.2597,-34.9075,76.46,88,20,3.44,few clouds
426,Almaty,KZ,43.25,76.95,30.11,100,100,2.24,mist
427,Alta Floresta,BR,-9.8756,-56.0861,70.7,99,100,3.09,moderate rain
428,San Patricio,US,28.017,-97.5169,51.78,45,0,14.52,clear sky
429,Luderitz,NA,-26.6481,15.1594,65.95,61,0,13.02,clear sky
430,Aras,ES,42.5617,-2.356,41.72,76,100,12.66,overcast clouds
431,Tynda,RU,55.1667,124.7167,-0.94,90,99,1.07,overcast clouds
432,Alofi,NU,-19.0595,-169.9187,81.97,70,34,3.58,scattered clouds
433,Tahta,EG,26.7693,31.5021,55.63,53,0,3.36,clear sky
434,Gilgit,PK,35.9221,74.3087,42.8,68,100,1.66,overcast clouds
435,Viedma,AR,-40.8135,-62.9967,74.48,22,18,10.11,few clouds
436,Ahipara,NZ,-35.1667,173.1667,68.34,87,52,3.58,light rain
437,Kawardha,IN,22.0167,81.25,76.42,35,0,7.25,clear sky
438,Westport,US,41.1415,-73.3579,35.8,70,100,1.99,overcast clouds
439,Morro Bay,US,35.3658,-120.8499,54.91,94,10,4.0,clear sky
440,Krasnoselkup,RU,65.7,82.4667,-24.63,90,83,11.59,broken clouds
441,Nenjiang,CN,49.1833,125.2167,4.26,90,98,0.89,overcast clouds
442,Grand Baie,MU,-20.0182,57.5802,82.45,76,100,7.0,overcast clouds
443,Changji,CN,44.0167,87.3167,20.19,79,53,2.24,mist
444,Corn Island,NI,12.1694,-83.0418,80.35,68,11,14.32,few clouds
445,Mount Pleasant,US,32.7941,-79.8626,61.99,83,100,1.99,overcast clouds
446,Dunedin,NZ,-45.8742,170.5036,57.76,80,35,11.05,scattered clouds
447,Circleville,US,39.6006,-82.946,18.18,79,100,10.36,overcast clouds
448,Sinnamary,GF,5.3833,-52.95,76.41,87,84,14.94,broken clouds
449,Lapeer,US,43.0514,-83.3188,19.24,85,100,5.75,overcast clouds
450,Krasnomayskiy,RU,57.6194,34.4099,11.16,93,43,9.28,scattered clouds
451,Marsa Matruh,EG,31.3525,27.2453,54.19,64,1,9.46,clear sky
452,Tual,ID,-5.6667,132.75,83.97,77,98,13.73,overcast clouds
453,Santa Maria,BR,-29.6842,-53.8069,60.57,86,0,7.18,clear sky
454,Parakou,BJ,9.3372,2.6303,72.07,35,2,2.64,clear sky
455,Maragogi,BR,-9.0122,-35.2225,77.43,85,65,7.61,broken clouds
456,Adet,ET,11.2644,37.4888,63.97,54,91,3.78,overcast clouds
457,Marsh Harbour,BS,26.5412,-77.0636,73.56,82,0,6.76,clear sky
458,Sampit,ID,-2.5333,112.95,86.99,66,61,4.21,broken clouds
459,Jilib,SO,0.4883,42.7854,86.04,55,30,11.61,scattered clouds
460,Bonfim,BR,3.0833,-59.95,76.59,72,82,10.56,broken clouds
461,Sandpoint,US,48.2766,-116.5533,35.69,93,100,0.0,snow
462,Coahuayana,MX,18.7333,-103.6833,66.47,89,82,3.15,broken clouds
463,Bayan,CN,46.0833,127.4,10.51,83,75,4.97,broken clouds
464,Antofagasta,CL,-23.65,-70.4,66.47,77,41,4.56,scattered clouds
465,Rio Gallegos,AR,-51.6226,-69.2181,46.45,76,0,5.75,clear sky
466,Chotila,IN,22.4167,71.1833,74.39,53,0,7.18,clear sky
467,Robertsport,LR,6.7533,-11.3686,77.04,88,40,6.71,scattered clouds
468,Beyneu,KZ,45.3167,55.2,38.75,74,76,17.49,broken clouds
469,Bonavista,CA,48.6499,-53.1147,30.11,67,40,23.31,scattered clouds
470,Pisco,PE,-13.7,-76.2167,68.05,83,0,2.3,clear sky
471,Sindou,BF,10.6667,-5.1667,67.53,19,37,5.64,scattered clouds
472,Adrar,MR,20.5022,-10.0711,54.28,47,69,7.56,broken clouds
473,Muyezerskiy,RU,63.9333,31.65,14.0,94,100,10.4,light snow
474,Burgeo,CA,47.6167,-57.6152,26.2,74,18,18.57,few clouds
475,Voykove,UA,45.3826,36.4372,43.84,91,93,12.33,overcast clouds
476,Nouakchott,MR,18.0858,-15.9785,60.73,37,100,15.9,overcast clouds
477,Puerto Leguizamo,CO,-0.1934,-74.7819,70.75,69,92,2.93,overcast clouds
478,Kondinskoye,RU,59.6481,67.41,18.41,94,100,18.25,snow
479,Aden,YE,12.7794,45.0367,77.92,77,67,16.53,light rain
480,Sinegorye,RU,62.0788,150.477,-1.97,99,100,2.89,light snow
481,Okato,NZ,-39.2,173.8833,68.41,54,0,9.13,clear sky
482,Camaqua,BR,-30.8511,-51.8122,66.31,71,82,4.88,broken clouds
483,Seredka,RU,58.1584,28.1858,22.75,86,68,15.12,light snow
484,Razole,IN,16.4833,81.8333,80.89,46,15,7.18,few clouds
485,Itarema,BR,-2.9248,-39.9167,78.03,82,36,9.01,scattered clouds
486,Hamilton,US,39.1834,-84.5333,18.12,74,100,4.0,overcast clouds
487,Edeia,BR,-17.3383,-49.9314,68.27,97,93,4.47,moderate rain
488,Surgut,RU,61.25,73.4167,-7.42,77,100,11.18,light snow
489,Korla,CN,41.7597,86.1469,30.36,45,21,0.25,few clouds
490,Taoudenni,ML,22.6783,-3.9836,60.98,21,55,5.26,broken clouds
491,Mizan Teferi,ET,6.9833,35.5833,66.51,79,80,2.46,light rain
492,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.04,98,100,7.36,light rain
493,Khasan,RU,42.4308,130.6434,23.79,38,1,1.68,clear sky
494,Petropavl,KZ,54.8753,69.1628,28.38,86,75,15.66,broken clouds
495,Soyo,AO,-6.1349,12.3689,78.21,89,74,3.76,broken clouds
496,Nantucket,US,41.2835,-70.0995,36.14,72,100,5.28,overcast clouds
497,Asau,RO,46.4333,26.4,30.96,83,86,1.39,overcast clouds
498,Chernyshevskiy,RU,63.0128,112.4714,-9.8,100,97,1.88,overcast clouds
499,Batemans Bay,AU,-35.7167,150.1833,77.2,97,100,13.35,light rain
500,Bima,ID,-8.4667,118.7167,85.5,70,42,3.74,scattered clouds
501,Sayyan,YE,15.1718,44.3244,56.01,65,62,4.14,broken clouds
502,Pitimbu,BR,-7.4706,-34.8086,77.59,78,18,8.39,few clouds
503,Hami,CN,42.8,93.45,30.85,30,100,5.35,overcast clouds
504,Rocha,UY,-34.4833,-54.3333,57.04,90,0,3.69,clear sky
505,Bandarbeyla,SO,9.4942,50.8122,79.83,65,78,20.22,broken clouds
506,Kiama,AU,-34.6833,150.8667,79.0,91,100,14.0,overcast clouds
507,Taree,AU,-31.9,152.4667,84.06,78,75,18.41,broken clouds
508,Kajaani,FI,64.2273,27.7285,3.25,85,0,4.61,clear sky
509,Chicama,PE,-7.8447,-79.1469,64.94,81,20,4.12,few clouds
510,Masvingo,ZW,-20.0637,30.8277,71.49,77,100,5.75,light rain
511,Buraydah,SA,26.326,43.975,53.85,50,67,5.03,broken clouds
512,Cuiluan,CN,47.72,128.648,11.05,78,89,3.76,overcast clouds
513,Imeni Zhelyabova,RU,58.9544,36.5956,5.2,96,73,7.29,broken clouds
514,Clarence Town,AU,-32.5833,151.7833,83.14,58,78,13.6,broken clouds
515,Noumea,NC,-22.2763,166.4572,82.0,99,79,15.48,broken clouds
516,Mount Barker,AU,-35.0667,138.8667,66.04,94,98,12.5,overcast clouds
517,Caravelas,BR,-17.7125,-39.2481,75.88,86,100,8.34,overcast clouds
518,Martaban,MM,16.5314,97.6111,87.64,40,52,2.86,broken clouds
519,Whitehorse,CA,60.7161,-135.0538,-9.72,99,100,4.68,overcast clouds
520,Lorengau,PG,-2.0226,147.2712,81.55,77,97,10.45,overcast clouds
521,Piacabucu,BR,-10.4056,-36.4344,78.12,84,99,9.93,overcast clouds
522,Shubarkuduk,KZ,49.1447,56.4872,35.11,100,100,19.26,overcast clouds
523,Deputatskiy,RU,69.3,139.9,-17.91,94,100,2.35,overcast clouds
524,Hambantota,LK,6.1241,81.1185,84.61,67,83,13.33,broken clouds
525,Hokitika,NZ,-42.7167,170.9667,63.05,78,71,3.06,broken clouds
526,Colombo,LK,6.9319,79.8478,84.04,64,41,4.38,scattered clouds
527,Sangar,RU,63.9242,127.4739,-28.08,98,100,2.53,overcast clouds
528,Xining,CN,36.6167,101.7667,33.75,29,100,1.43,overcast clouds
529,Mae Sot,TH,16.7167,98.5667,92.48,32,48,2.26,scattered clouds
530,Yantarnyy,RU,54.8717,19.9381,30.06,74,35,19.28,scattered clouds
531,Stettler,CA,52.3168,-112.7186,-13.47,97,98,4.83,overcast clouds
532,Mpika,ZM,-11.8343,31.4529,69.39,80,100,2.19,overcast clouds
533,Zapolyarnyy,RU,69.4154,30.8136,22.28,73,100,9.95,overcast clouds
534,Karlskrona,SE,56.1616,15.5866,28.85,91,84,9.06,light snow
535,Jumla,NP,29.2747,82.1838,47.48,69,78,3.85,broken clouds
536,Irece,BR,-11.3042,-41.8558,69.1,87,100,2.1,light rain
537,Chegdomyn,RU,51.1167,133.0167,-8.91,93,99,1.32,overcast clouds
538,Boddam,GB,57.4667,-1.7833,35.98,78,100,14.76,overcast clouds
539,Tawau,MY,4.2498,117.8871,82.38,78,28,3.8,scattered clouds
540,Huancavelica,PE,-12.7667,-74.9833,35.8,94,54,2.46,broken clouds
541,Nanakuli,US,21.3906,-158.1547,73.35,83,40,3.44,scattered clouds
542,Udaipur,IN,24.5712,73.6918,54.5,62,12,7.43,few clouds
543,Teya,RU,60.3778,92.6267,-10.07,95,38,1.23,scattered clouds
544,Faya,SA,18.3851,42.4509,57.72,76,73,5.14,broken clouds
545,Vyartsilya,RU,62.1764,30.693,6.82,93,99,7.14,light snow
546,Komsomolskiy,UZ,40.4272,71.7189,38.62,93,100,4.61,overcast clouds
547,Fengcheng,CN,40.4536,124.0717,32.23,30,0,3.51,clear sky
548,Semey,KZ,50.4111,80.2275,21.42,86,40,8.95,scattered clouds
549,Zyryanka,RU,65.75,150.85,-18.04,95,100,9.15,overcast clouds
550,Hudson Bay,CA,52.85,-102.3842,-32.66,99,13,4.14,few clouds
551,Asosa,ET,10.0667,34.5333,72.01,28,62,6.17,broken clouds
552,Neyshabur,IR,36.2133,58.7958,36.03,51,1,0.72,clear sky
553,Waipawa,NZ,-41.4122,175.5153,61.3,62,68,9.19,broken clouds
554,Teguldet,RU,57.3064,88.1667,-0.51,92,27,2.89,scattered clouds
555,Shache,CN,38.4167,77.2406,34.2,26,91,1.14,overcast clouds
556,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,86,75,4.0,broken clouds
557,Dali,CN,25.7,100.1833,59.74,33,0,7.83,clear sky
558,Sulangan,PH,11.1373,123.7228,79.93,79,67,12.01,broken clouds
559,Toowoomba,AU,-27.55,151.9667,69.26,95,99,8.99,light rain
560,Owensboro,US,37.7742,-87.1133,12.74,72,0,11.5,clear sky
561,Floro,NO,61.5996,5.0328,39.16,70,75,24.16,broken clouds
562,Marienburg,PL,54.0359,19.0266,28.11,84,9,11.48,clear sky
563,Hervey Bay,AU,-25.2986,152.8535,79.03,77,57,15.32,broken clouds
564,Bogande,BF,12.9714,-0.1436,64.96,26,42,9.15,scattered clouds
565,Voh,NC,-20.9667,164.7,82.72,78,81,6.29,broken clouds
566,Puerto El Triunfo,SV,13.2833,-88.55,73.56,76,36,3.56,scattered clouds
567,Morondava,MG,-20.2833,44.2833,84.92,60,64,3.94,broken clouds
568,Katherine,AU,-14.4667,132.2667,95.32,49,64,9.22,broken clouds
569,Aksarka,RU,66.5606,67.7975,-7.82,95,100,8.5,overcast clouds
570,Tocopilla,CL,-22.092,-70.1979,68.72,74,6,4.72,clear sky
571,Chamba,IN,32.5667,76.1333,54.63,63,100,3.6,light rain
572,Lagoa,PT,39.05,-27.9833,57.79,57,97,10.83,overcast clouds
573,Wlodawa,PL,51.55,23.55,25.11,75,47,10.0,scattered clouds
574,Armeria,MX,18.9333,-103.9667,67.19,90,17,3.24,few clouds
575,Fare,PF,-16.7,-151.0167,81.37,76,7,12.97,moderate rain
576,Bobrovka,RU,54.047,61.7455,31.1,94,100,18.52,light snow
577,Pleasanton,US,37.6624,-121.8747,53.35,94,100,6.91,mist
578,Ashtian,IR,34.5217,50.0019,37.04,33,0,1.72,clear sky
579,Non Sang,TH,16.8687,102.5664,86.86,37,24,5.41,few clouds
580,Rundu,NA,-17.9333,19.7667,72.3,75,97,4.0,overcast clouds
581,Kuandian,CN,40.7286,124.7847,28.26,40,0,3.0,clear sky
582,Manokwari,ID,-0.8667,134.0833,82.45,75,20,3.2,few clouds
583,Haukipudas,FI,65.1765,25.3523,15.85,93,88,11.65,overcast clouds
584,Bukoba,TZ,-1.3317,31.8122,68.47,71,91,2.86,light rain
585,Marquette,US,46.5333,-87.6335,15.76,81,100,7.94,light snow
586,Artyom,AZ,40.4723,50.333,50.14,83,42,18.59,scattered clouds
587,Pali,IN,25.7667,73.3333,70.97,47,0,6.6,clear sky
588,Appleton,US,44.2619,-88.4154,13.6,80,100,11.5,overcast clouds
589,Whyalla,AU,-33.0333,137.5833,69.69,68,100,24.16,overcast clouds
590,Yarada,IN,17.65,83.2667,80.92,57,20,5.75,haze
591,Polovinnoye,RU,54.7914,65.9864,27.46,94,100,22.24,light snow
592,Amapa,BR,1.0,-52.0,71.22,99,100,1.66,overcast clouds
593,Goldsboro,US,35.3849,-77.9928,54.39,68,75,13.8,broken clouds
594,Jonkoping,SE,57.7814,14.1562,32.38,100,100,3.44,overcast clouds
595,Toamasina,MG,-18.1667,49.3833,80.89,76,100,5.21,overcast clouds
596,Gizo,SB,-8.103,156.8419,81.93,77,74,11.48,moderate rain
597,Le Port,RE,-20.9373,55.2919,85.96,68,100,1.88,light rain
598,Rio Grande,BR,-32.035,-52.0986,68.47,70,52,11.63,broken clouds
599,Sorland,NO,67.667,12.6934,15.87,50,81,11.21,broken clouds
600,Coihaique,CL,-45.5752,-72.0662,58.95,77,40,3.44,scattered clouds
601,Botou,CN,38.0667,116.5667,44.47,52,18,9.13,few clouds
602,Colares,PT,38.7992,-9.4469,55.8,79,58,3.0,broken clouds
603,Saint Stephen,GB,50.3333,-4.9,43.99,75,40,26.46,scattered clouds
604,Siderno,IT,38.2779,16.302,55.35,84,100,8.28,overcast clouds
605,Ixtapa,MX,20.7,-105.2,70.23,90,1,2.21,clear sky
606,Zhangjiakou,CN,40.81,114.8794,31.89,38,22,2.8,few clouds
607,Burns Lake,CA,54.2331,-125.7533,-0.62,98,100,1.16,light snow
608,Dingle,PH,10.9995,122.6711,81.45,77,89,10.49,overcast clouds
609,Talara,PE,-4.5772,-81.2719,68.79,86,45,7.83,scattered clouds
610,San Cristobal,VE,7.7669,-72.225,61.68,59,56,1.7,broken clouds
611,Mino,JP,34.8269,135.4706,50.67,58,76,13.13,broken clouds
612,Fomboni,KM,-12.28,43.7425,84.27,69,100,7.67,light rain
613,Bagotville,AU,-28.9833,153.4167,80.62,97,86,13.11,overcast clouds
614,Panjab,AF,34.388,67.0233,19.08,86,94,4.52,overcast clouds
615,Khawhai,IN,23.3667,93.1167,69.3,26,3,3.02,clear sky
616,Vostok,RU,46.4856,135.8833,1.62,87,99,3.85,overcast clouds
617,Husavik,IS,66.0449,-17.3389,25.16,80,5,12.75,clear sky
618,Saint-Augustin,CA,51.226,-58.6502,-2.65,77,21,13.58,few clouds
619,Andilamena,MG,-17.0167,48.5833,72.64,82,100,3.27,overcast clouds
620,Perugia,IT,43.05,12.55,45.21,82,51,8.01,broken clouds
621,Casper,US,42.8666,-106.3131,37.72,79,20,7.0,few clouds
622,Novobirilyussy,RU,56.9514,90.6661,-0.17,95,78,0.63,broken clouds
623,Ayna,PE,-12.65,-73.9167,58.15,90,71,2.53,broken clouds
624,Najran,SA,17.4924,44.1277,59.13,45,43,3.78,scattered clouds
625,Preston,GB,53.7667,-2.7167,39.18,81,100,5.01,light rain
626,Haikou,CN,20.0458,110.3417,70.03,79,97,16.44,overcast clouds
627,Pasni,PK,25.2631,63.471,62.24,53,0,25.57,clear sky
628,Annau,TM,37.8876,58.516,48.38,40,0,10.0,clear sky
629,Tamasane,BW,-22.4184,27.4013,74.57,62,98,16.35,overcast clouds
630,Flinders,AU,-34.5833,150.8552,78.8,90,100,7.0,overcast clouds
631,Vestmannaeyjar,IS,63.4427,-20.2734,41.16,54,100,19.22,overcast clouds
632,Zhireken,RU,52.8249,117.3076,7.74,83,100,1.45,overcast clouds
633,Flagstaff,US,35.1981,-111.6513,41.11,75,0,1.01,clear sky
634,Atikokan,CA,48.7555,-91.6216,-15.88,100,99,2.66,overcast clouds
635,Minab,IR,27.1467,57.0801,60.3,34,0,8.84,clear sky
636,Srednekolymsk,RU,67.45,153.6833,-13.34,98,100,7.0,overcast clouds
637,Sioux Lookout,CA,50.1001,-91.917,-24.23,100,97,2.98,overcast clouds
638,Sishui,CN,35.6489,117.2758,43.59,51,62,6.51,broken clouds
639,Spring Hill,US,28.4769,-82.5255,68.29,94,75,0.0,broken clouds
640,Teahupoo,PF,-17.8333,-149.2667,73.36,83,25,14.18,moderate rain
641,Karratha,AU,-20.7377,116.8463,91.54,57,20,16.78,few clouds
642,Luangwa,ZM,-15.6167,30.4167,73.2,98,100,2.33,moderate rain
643,Luang Prabang,LA,19.8856,102.1347,84.92,34,88,1.39,overcast clouds
644,Sao Carlos,BR,-22.0175,-47.8908,65.14,97,100,7.27,overcast clouds
645,Pokhara,NP,28.2333,83.9833,68.99,44,50,6.78,scattered clouds
646,Ust-Kuyga,RU,70.0167,135.6,-28.19,98,100,4.83,overcast clouds
647,Porto Walter,BR,-8.2686,-72.7439,74.64,74,43,2.42,scattered clouds
648,Upington,ZA,-28.4478,21.2561,79.05,49,0,12.82,clear sky
649,Tampayan,PH,12.4794,122.5231,79.09,75,70,8.99,broken clouds
650,Kopervik,NO,59.2835,5.3067,38.91,93,75,20.71,moderate rain
651,Touros,BR,-5.1989,-35.4608,76.1,77,19,9.01,few clouds
652,Aloleng,PH,16.1307,119.7824,82.65,62,50,3.27,scattered clouds
653,Nemuro,JP,43.3236,145.575,26.58,63,72,11.07,broken clouds
654,Kayes,ML,14.0,-11.0,68.25,19,13,4.43,few clouds
655,Shelburne,CA,44.0787,-80.2041,18.75,91,100,4.03,overcast clouds
656,Capaci,IT,38.1711,13.2393,53.2,81,0,3.44,clear sky
657,Paris,FR,48.8534,2.3488,40.1,92,75,1.99,broken clouds
658,Boditi,ET,6.9667,37.8667,64.74,62,98,6.08,light rain
659,Great Bend,US,38.3645,-98.7648,9.88,79,0,5.75,clear sky
660,Tianpeng,CN,30.9866,103.9393,49.93,70,96,5.75,overcast clouds
661,Inuvik,CA,68.3499,-133.7218,-10.59,95,100,21.52,overcast clouds
662,Bontang,ID,0.1333,117.5,82.4,79,86,4.68,overcast clouds
663,Terrace,CA,54.5163,-128.6035,7.43,94,100,3.42,overcast clouds
664,Cuamba,MZ,-14.8031,36.5372,72.9,93,100,1.7,light rain
665,Northam,GB,51.0333,-4.2167,44.26,73,100,29.39,overcast clouds
666,Marawi,PH,7.9986,124.2928,72.64,70,96,8.03,overcast clouds
